timestamp,c1_used_CPU,c1_total_CPU,c1_Memsize_RAM,c1_Freemem_RAM,c2_used_CPU,c2_total_CPU,c2_Memsize_RAM,c2_Freemem_RAM,c3_used_CPU,c3_total_CPU,c3_Memsize_RAM,c3_Freemem_RAM,c4_used_CPU,c4_total_CPU,c4_Memsize_RAM,c4_Freemem_RAM,c5_used_CPU,c5_total_CPU,c5_Memsize_RAM,c5_Freemem_RAM,c11_used_CPU,c11_total_CPU,c11_Memsize_RAM,c11_Freemem_RAM,c12_used_CPU,c12_total_CPU,c12_Memsize_RAM,c12_Freemem_RAM,c13_used_CPU,c13_total_CPU,c13_Memsize_RAM,c13_Freemem_RAM,c14_used_CPU,c14_total_CPU,c14_Memsize_RAM,c14_Freemem_RAM,c15_used_CPU,c15_total_CPU,c15_Memsize_RAM,c15_Freemem_RAM,c16_used_CPU,c16_total_CPU,c16_Memsize_RAM,c16_Freemem_RAM,c17_used_CPU,c17_total_CPU,c17_Memsize_RAM,c17_Freemem_RAM,c18_used_CPU,c18_total_CPU,c18_Memsize_RAM,c18_Freemem_RAM,c19_used_CPU,c19_total_CPU,c19_Memsize_RAM,c19_Freemem_RAM,c20_used_CPU,c20_total_CPU,c20_Memsize_RAM,c20_Freemem_RAM,c21_used_CPU,c21_total_CPU,c21_Memsize_RAM,c21_Freemem_RAM,c22_used_CPU,c22_total_CPU,c22_Memsize_RAM,c22_Freemem_RAM,c23_used_CPU,c23_total_CPU,c23_Memsize_RAM,c23_Freemem_RAM,c24_used_CPU,c24_total_CPU,c24_Memsize_RAM,c24_Freemem_RAM,c25_used_CPU,c25_total_CPU,c25_Memsize_RAM,c25_Freemem_RAM,c26_used_CPU,c26_total_CPU,c26_Memsize_RAM,c26_Freemem_RAM,c27_used_CPU,c27_total_CPU,c27_Memsize_RAM,c27_Freemem_RAM,c28_used_CPU,c28_total_CPU,c28_Memsize_RAM,c28_Freemem_RAM,c29_used_CPU,c29_total_CPU,c29_Memsize_RAM,c29_Freemem_RAM,c30_used_CPU,c30_total_CPU,c30_Memsize_RAM,c30_Freemem_RAM,c31_used_CPU,c31_total_CPU,c31_Memsize_RAM,c31_Freemem_RAM,c32_used_CPU,c32_total_CPU,c32_Memsize_RAM,c32_Freemem_RAM,c33_used_CPU,c33_total_CPU,c33_Memsize_RAM,c33_Freemem_RAM,c34_used_CPU,c34_total_CPU,c34_Memsize_RAM,c34_Freemem_RAM,c35_used_CPU,c35_total_CPU,c35_Memsize_RAM,c35_Freemem_RAM,c36_used_CPU,c36_total_CPU,c36_Memsize_RAM,c36_Freemem_RAM,c37_used_CPU,c37_total_CPU,c37_Memsize_RAM,c37_Freemem_RAM,c38_used_CPU,c38_total_CPU,c38_Memsize_RAM,c38_Freemem_RAM,c39_used_CPU,c39_total_CPU,c39_Memsize_RAM,c39_Freemem_RAM,c40_used_CPU,c40_total_CPU,c40_Memsize_RAM,c40_Freemem_RAM,c41_used_CPU,c41_total_CPU,c41_Memsize_RAM,c41_Freemem_RAM,c42_used_CPU,c42_total_CPU,c42_Memsize_RAM,c42_Freemem_RAM,c43_used_CPU,c43_total_CPU,c43_Memsize_RAM,c43_Freemem_RAM,c44_used_CPU,c44_total_CPU,c44_Memsize_RAM,c44_Freemem_RAM,c45_used_CPU,c45_total_CPU,c45_Memsize_RAM,c45_Freemem_RAM,c46_used_CPU,c46_total_CPU,c46_Memsize_RAM,c46_Freemem_RAM,c47_used_CPU,c47_total_CPU,c47_Memsize_RAM,c47_Freemem_RAM,c48_used_CPU,c48_total_CPU,c48_Memsize_RAM,c48_Freemem_RAM,c49_used_CPU,c49_total_CPU,c49_Memsize_RAM,c49_Freemem_RAM,c50_used_CPU,c50_total_CPU,c50_Memsize_RAM,c50_Freemem_RAM,g1_used_CPU,g1_total_CPU,g1_Memsize_RAM,g1_Freemem_RAM,g2_used_CPU,g2_total_CPU,g2_Memsize_RAM,g2_Freemem_RAM,g3_used_CPU,g3_total_CPU,g3_Memsize_RAM,g3_Freemem_RAM,g4_used_CPU,g4_total_CPU,g4_Memsize_RAM,g4_Freemem_RAM,g5_used_CPU,g5_total_CPU,g5_Memsize_RAM,g5_Freemem_RAM,Hard_Disk_total_mem,Hard_Disk_used_mem,g1_used,g1_total,g2_used,g2_total,g3_used,g3_total,g4_used,g4_total,g5_used,g5_total
2023-06-28 12:02:16,20.0,0.0,196.608,181.122,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.01,98.304,64.394,20.0,20.03,98.304,64.671,20.0,20.02,98.304,64.984,20.0,19.98,98.304,66.286,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.592,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.03,98.304,65.861,20.0,20.0,98.304,67.395,20.0,19.99,98.304,66.537,20.0,20.03,98.304,67.173,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.537,20.0,20.02,98.304,67.529,20.0,0.0,98.304,86.476,20.0,20.0,98.304,64.443,20.0,20.03,98.304,65.274,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.02,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.06,507.904,460.753,56.0,56.04,507.904,458.755,56.0,56.08,507.904,460.069,56.0,56.03,507.904,460.4,56.0,16.01,507.904,492.209,56.0,0.01,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.12,262.144,231.52,24.0,0.09,262.144,253.346,24.0,8.02,262.144,228.723,24.0,8.1,262.144,232.256,24.0,8.17,262.144,232.907,69000.0,5893.0,83.382,91.528,0.0,94.588,67.1,91.528,54.174,91.528,54.174,91.528
2023-06-28 12:02:23,20.0,0.0,196.608,181.122,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.01,98.304,64.394,20.0,20.03,98.304,64.671,20.0,20.02,98.304,64.984,20.0,19.98,98.304,66.286,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.592,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.03,98.304,65.861,20.0,20.0,98.304,67.395,20.0,19.99,98.304,66.537,20.0,20.03,98.304,67.173,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.537,20.0,20.02,98.304,67.529,20.0,0.0,98.304,86.476,20.0,20.0,98.304,64.443,20.0,20.03,98.304,65.274,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.02,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.06,507.904,460.753,56.0,56.04,507.904,458.755,56.0,56.08,507.904,460.069,56.0,56.03,507.904,460.4,56.0,16.01,507.904,492.209,56.0,0.01,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.12,262.144,231.52,24.0,0.09,262.144,253.346,24.0,8.02,262.144,228.723,24.0,8.1,262.144,232.256,24.0,8.17,262.144,232.907,69000.0,5893.0,83.474,91.528,0.0,94.588,67.092,91.528,54.214,91.528,54.214,91.528
2023-06-28 12:02:29,20.0,0.0,196.608,181.122,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.01,98.304,64.394,20.0,20.03,98.304,64.671,20.0,20.02,98.304,64.984,20.0,19.98,98.304,66.286,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.592,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.03,98.304,65.861,20.0,20.0,98.304,67.395,20.0,19.99,98.304,66.537,20.0,20.03,98.304,67.173,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.537,20.0,20.02,98.304,67.529,20.0,0.0,98.304,86.476,20.0,20.0,98.304,64.443,20.0,20.03,98.304,65.274,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.02,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.06,507.904,460.753,56.0,56.04,507.904,458.755,56.0,56.08,507.904,460.069,56.0,56.03,507.904,460.4,56.0,16.01,507.904,492.209,56.0,0.01,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.12,262.144,231.52,24.0,0.09,262.144,253.346,24.0,8.02,262.144,228.723,24.0,8.1,262.144,232.256,24.0,8.17,262.144,232.907,69000.0,5893.0,83.48,91.528,0.0,94.588,67.095,91.528,64.548,91.528,64.548,91.528
2023-06-28 12:02:35,20.0,0.0,196.608,181.122,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.01,98.304,64.394,20.0,20.03,98.304,64.671,20.0,20.02,98.304,64.984,20.0,19.98,98.304,66.286,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.592,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.03,98.304,65.861,20.0,20.0,98.304,67.395,20.0,19.99,98.304,66.537,20.0,20.03,98.304,67.173,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.537,20.0,20.02,98.304,67.529,20.0,0.0,98.304,86.476,20.0,20.0,98.304,64.443,20.0,20.03,98.304,65.274,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.02,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.06,507.904,460.753,56.0,56.04,507.904,458.755,56.0,56.08,507.904,460.069,56.0,56.03,507.904,460.4,56.0,16.01,507.904,492.209,56.0,0.01,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.12,262.144,231.52,24.0,0.09,262.144,253.346,24.0,8.02,262.144,228.723,24.0,8.1,262.144,232.256,24.0,8.17,262.144,232.907,69000.0,5893.0,83.483,91.528,0.0,94.588,67.125,91.528,64.651,91.528,64.651,91.528
2023-06-28 12:02:42,20.0,0.0,196.608,181.122,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.01,98.304,64.394,20.0,20.03,98.304,64.671,20.0,20.02,98.304,64.984,20.0,19.98,98.304,66.286,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.592,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.03,98.304,65.861,20.0,20.0,98.304,67.395,20.0,19.99,98.304,66.537,20.0,20.03,98.304,67.173,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.537,20.0,20.02,98.304,67.529,20.0,0.0,98.304,86.476,20.0,20.0,98.304,64.443,20.0,20.03,98.304,65.274,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.02,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.06,507.904,460.753,56.0,56.04,507.904,458.755,56.0,56.08,507.904,460.069,56.0,56.03,507.904,460.4,56.0,16.01,507.904,492.209,56.0,0.01,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.12,262.144,231.52,24.0,0.09,262.144,253.346,24.0,8.02,262.144,228.723,24.0,8.1,262.144,232.256,24.0,8.17,262.144,232.907,69000.0,5893.0,83.483,91.528,0.0,94.588,67.125,91.528,64.685,91.528,64.685,91.528
2023-06-28 12:02:48,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,83.56,91.528,0.0,94.588,46.217,91.528,64.682,91.528,64.682,91.528
2023-06-28 12:02:54,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,62.652,91.528,0.0,94.588,46.217,91.528,60.328,91.528,60.328,91.528
2023-06-28 12:03:01,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,41.744,91.528,0.0,94.588,66.86,91.528,60.197,91.528,60.197,91.528
2023-06-28 12:03:07,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,72.876,91.528,0.0,94.588,66.953,91.528,70.547,91.528,70.547,91.528
2023-06-28 12:03:14,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,62.948,91.528,0.0,94.588,66.965,91.528,70.616,91.528,70.616,91.528
2023-06-28 12:03:20,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,63.408,91.528,0.0,94.588,66.965,91.528,70.622,91.528,70.622,91.528
2023-06-28 12:03:26,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,73.743,91.528,0.0,94.588,66.968,91.528,70.639,91.528,70.639,91.528
2023-06-28 12:03:32,20.0,0.0,196.608,181.121,20.0,0.0,196.608,181.198,20.0,0.0,196.608,181.306,20.0,0.0,196.608,181.248,20.0,0.0,196.608,181.292,20.0,0.0,98.304,81.854,20.0,0.0,98.304,85.727,20.0,20.05,98.304,66.06,20.0,20.03,98.304,64.671,20.0,20.03,98.304,65.656,20.0,20.02,98.304,65.397,20.0,0.0,98.304,90.04,20.0,20.01,98.304,64.203,20.0,0.0,98.304,83.367,20.0,19.88,98.304,82.018,20.0,20.02,98.304,66.141,20.0,20.05,98.304,66.16,20.0,20.04,98.304,66.234,20.0,20.03,98.304,66.56,20.0,0.0,98.304,85.441,20.0,20.02,98.304,66.485,20.0,20.02,98.304,66.259,20.0,0.0,98.304,86.476,20.0,20.04,98.304,63.662,20.0,20.0,98.304,65.899,56.0,0.0,507.904,505.215,56.0,0.0,507.904,505.006,56.0,0.0,507.904,505.109,56.0,0.0,507.904,505.269,56.0,0.0,507.904,505.138,56.0,0.0,507.904,505.687,56.0,0.0,507.904,505.282,56.0,0.0,507.904,505.274,56.0,0.0,507.904,505.367,56.0,0.0,507.904,505.613,56.0,0.0,507.904,505.268,56.0,0.0,507.904,505.537,56.0,0.0,507.904,0.0,56.0,56.1,507.904,458.44,56.0,56.07,507.904,459.218,56.0,56.08,507.904,457.382,56.0,56.01,507.904,460.845,56.0,16.0,507.904,491.998,56.0,0.0,507.904,505.287,56.0,0.0,507.904,505.523,24.0,8.05,262.144,230.584,24.0,0.04,262.144,253.347,24.0,8.02,262.144,228.723,24.0,8.12,262.144,232.688,24.0,8.17,262.144,232.907,69000.0,5893.0,75.571,91.528,0.0,94.588,35.691,91.528,60.254,91.528,60.254,91.528
